"ID","objRightID","ConstituentID","NameID","DisplayOrder","RoleID","TableID","Prefix","Suffix","RoletypeID","Active","Displayed","DisplayName"
"2896","599","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"20695","600","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"1302","601","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"3990","602","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"3991","603","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"3992","604","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"3993","605","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"48752","655","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"48754","657","2027","12398","1","99","126","Estate of","","19","1","1","Estate of Bridgeman Artists' Copyright Service"
"48756","659","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"48757","660","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"54981","701","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"54981","701","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"54982","702","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"54982","702","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"55446","704","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"55446","704","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"6469","1032","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"45461","1033","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"1264","1034","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"2790","1035","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"2802","1036","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"3108","1037","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"3352","1038","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"4444","1039","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"4265","1040","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"10543","1041","1284","10154","1","99","126","","","19","1","1","Tate Britain"
"1429","2761","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"1429","2761","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"49608","2787","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"54276","2800","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"54276","2800","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"54277","2801","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"54277","2801","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"54281","2802","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"54281","2802","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"34218","3111","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"1329","3113","2408","13366","1","99","126","","","19","1","1","Jonathan Clark Fine Art"
"1342","3114","2408","13366","1","99","126","","","19","1","1","Jonathan Clark Fine Art"
"1378","3115","2408","6965","1","99","126","","","19","1","1","Jonathan Clark &amp; Co"
"1379","3116","2408","6965","1","99","126","","","19","1","1","Jonathan Clark &amp; Co"
"1425","3117","2408","6965","1","99","126","","","19","1","1","Jonathan Clark &amp; Co"
"1523","3307","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"1528","3311","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"53368","3395","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"3176","26488","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"4239","26790","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"4239","26790","11068","12710","2","99","126","UK:","","19","1","1","UK: Design and Artists Copyright Society"
"54386","28400","11059","12701","1","99","126","","","19","1","1","Bill Brandt Archive"
"54387","28401","11059","12701","1","99","126","","","19","1","1","Bill Brandt Archive"
"54388","28402","11059","12701","1","99","126","","","19","1","1","Bill Brandt Archive"
"54389","28403","11059","12701","1","99","126","","","19","1","1","Bill Brandt Archive"
"54390","28404","11059","12701","1","99","126","","","19","1","1","Bill Brandt Archive"
"59570","28549","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"60923","28646","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"61742","28647","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"1579","28663","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"1569","28668","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"1569","28668","11068","12710","2","99","126","UK:","","19","1","1","UK: Design and Artists Copyright Society"
"10507","28681","6428","3625","1","99","126","US:","","19","1","1","US: Artists Rights Society"
"10507","28681","11068","12710","2","99","126","UK:","","19","1","1","UK: Design and Artists Copyright Society"
"10513","28682","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"1580","28691","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"61522","28726","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"61713","28813","7147","9303","1","99","126","","","19","1","1","Royal College of Art"
"61714","28814","7147","9303","1","99","126","","","19","1","1","Royal College of Art"
"43645","36726","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"3424","36727","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"50791","36728","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62710","36930","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62720","36931","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"56297","36933","11771","13647","2","99","126","","","19","1","1","Science and Society Picture Library"
"56298","36934","11771","13647","2","99","126","","","19","1","1","Science and Society Picture Library"
"50792","36936","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"50792","36936","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"50793","36940","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"50793","36940","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"50794","36941","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"50794","36941","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"54275","39478","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"54280","39479","6428","3625","1","99","126","","(USA)","19","1","1","Artists Rights Society"
"54280","39479","11068","12710","2","99","126","","(UK)","19","1","1","Design and Artists Copyright Society"
"66193","39497","10975","12576","1","99","126","","","19","1","1","Karsten Schubert"
"57604","39498","6428","3625","1","99","126","US:","","19","1","1","US: Artists Rights Society"
"57604","39498","11068","12710","2","99","126","UK:","","19","1","1","UK: Design and Artists Copyright Society"
"66349","39958","8082","7519","1","99","126","","","19","1","1","London Transport Museum"
"62184","40404","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7205","40471","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7162","40497","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7185","40925","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7202","41053","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"6246","41081","616","13289","1","99","126","","","19","1","1","Unknown rights administrator"
"7159","41319","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7165","41640","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7182","41792","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7171","41929","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7188","42067","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"4005","42133","2408","13366","1","99","126","","","19","1","1","Jonathan Clark Fine Art"
"7194","42425","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7168","42546","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62176","42633","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62714","42786","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7191","43003","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7174","43048","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62182","43721","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7203","43781","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7160","43846","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"63782","43962","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7177","43978","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7200","44467","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62179","44557","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7157","44677","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7197","45041","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7180","45112","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7169","45259","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7186","45385","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"54797","45480","6428","3625","1","99","126","","","19","1","1","Artists Rights Society"
"54797","45480","11068","12710","2","99","126","","","19","1","1","Design and Artists Copyright Society"
"7183","46027","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7189","46304","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7206","46429","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7163","46675","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7175","47282","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7192","47460","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62177","47840","2027","10234","1","99","126","","","19","1","1","The Bridgeman Art Library"
"7172","48085","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7195","48343","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7184","48716","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62180","48739","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7201","48795","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7158","48848","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"63783","49013","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"4244","49094","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7164","49149","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7181","49311","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7198","49452","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7204","49713","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62183","49866","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7161","49962","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7178","50090","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7190","50698","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7187","51280","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7170","51355","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"4004","51441","2408","13366","1","99","126","","","19","1","1","Jonathan Clark Fine Art"
"7167","51955","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62178","52004","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7173","52243","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7179","52578","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7196","52725","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62181","53109","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7193","53298","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7176","53337","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"62175","53507","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"7199","53606","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"66658","53919","1356","4118","1","99","126","","","19","0","1","The Paragon Press"
"66715","53920","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66716","53921","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66717","53922","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66718","53923","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66719","53924","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66720","53925","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66721","53926","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66722","53927","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66723","53928","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"66724","53929","1356","4118","1","99","126","","","19","1","1","The Paragon Press"
"63968","53946","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"63993","53959","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"63992","53960","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"63991","53961","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"63990","53964","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"63989","53965","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"63967","54005","11068","12710","1","99","126","","","19","1","1","Design and Artists Copyright Society"
"63961","54008","2027","12398","1","99","126","","","19","1","1","Bridgeman Artists' Copyright Service"
"63921","54027","7147","9303","1","99","126","","","19","1","1","Royal College of Art"
